          team_name           | match_date | points | rolling_5_match_points 
 1. FSV Mainz 05              | 2010-04-24 |      1 |                      7
 1. FSV Mainz 05              | 2010-05-01 |      1 |                      8
 1. FSV Mainz 05              | 2010-05-08 |      1 |                      9
 1. FSV Mainz 05              | 2010-08-22 |      3 |                      9
 1. FSV Mainz 05              | 2010-08-28 |      3 |                      9
 1. FSV Mainz 05              | 2010-09-12 |      3 |                     11
 1. FSV Mainz 05              | 2010-09-18 |      3 |                     13
 1. FSV Mainz 05              | 2010-09-21 |      3 |                     15
 1. FSV Mainz 05              | 2010-09-25 |      3 |                     15
 1. FSV Mainz 05              | 2010-10-02 |      3 |                     15
 1. FSV Mainz 05              | 2010-10-16 |      0 |                     12
 1. FSV Mainz 05              | 2010-10-24 |      3 |                     12
 1. FSV Mainz 05              | 2010-10-31 |      0 |                      9
 1. FSV Mainz 05              | 2010-11-06 |      0 |                      6
 1. FSV Mainz 05              | 2010-11-13 |      0 |                      3
 1. FSV Mainz 05              | 2010-11-20 |      3 |                      6
 1. FSV Mainz 05              | 2010-11-26 |      3 |                      6
 1. FSV Mainz 05              | 2010-12-04 |      0 |                      6
 1. FSV Mainz 05              | 2010-12-12 |      0 |                      6
 1. FSV Mainz 05              | 2010-12-18 |      3 |                      9
 1. FSV Mainz 05              | 2011-01-15 |      0 |                      6
 1. FSV Mainz 05              | 2011-01-22 |      0 |                      3
 1. FSV Mainz 05              | 2011-01-29 |      3 |                      6
 1. FSV Mainz 05              | 2011-02-05 |      1 |                      7
 1. FSV Mainz 05              | 2011-02-13 |      0 |                      4
 1. FSV Mainz 05              | 2011-02-19 |      0 |                      4
 1. FSV Mainz 05              | 2011-02-26 |      3 |                      7
 1. FSV Mainz 05              | 2011-03-06 |      3 |                      7
 1. FSV Mainz 05              | 2011-03-13 |      0 |                      6
 1. FSV Mainz 05              | 2011-03-19 |      1 |                      7
 1. FSV Mainz 05              | 2011-04-02 |      1 |                      8
 1. FSV Mainz 05              | 2011-04-09 |      0 |                      5
 1. FSV Mainz 05              | 2011-04-15 |      3 |                      5
 1. FSV Mainz 05              | 2011-04-24 |      1 |                      6
 1. FSV Mainz 05              | 2011-04-30 |      3 |                      8
 1. FSV Mainz 05              | 2011-05-07 |      3 |                     10
 1. FSV Mainz 05              | 2011-05-14 |      3 |                     13
 1. FSV Mainz 05              | 2011-08-07 |      3 |                     13
 1. FSV Mainz 05              | 2011-08-13 |      3 |                     15
 1. FSV Mainz 05              | 2011-08-21 |      0 |                     12
 1. FSV Mainz 05              | 2011-08-28 |      1 |                     10
 1. FSV Mainz 05              | 2011-09-10 |      0 |                      7
 1. FSV Mainz 05              | 2011-09-17 |      0 |                      4
 1. FSV Mainz 05              | 2011-09-24 |      0 |                      1
 1. FSV Mainz 05              | 2011-10-01 |      1 |                      2
 1. FSV Mainz 05              | 2011-10-15 |      0 |                      1
 1. FSV Mainz 05              | 2011-10-22 |      1 |                      2
 1. FSV Mainz 05              | 2011-10-29 |      0 |                      2
 1. FSV Mainz 05              | 2011-11-04 |      3 |                      5
 1. FSV Mainz 05              | 2011-11-27 |      3 |                      7
 1. FSV Mainz 05              | 2011-12-03 |      1 |                      8
 1. FSV Mainz 05              | 2011-12-10 |      1 |                      8
 1. FSV Mainz 05              | 2011-12-13 |      1 |                      9
 1. FSV Mainz 05              | 2011-12-18 |      0 |                      6
 1. FSV Mainz 05              | 2012-01-22 |      0 |                      3
 1. FSV Mainz 05              | 2012-01-29 |      3 |                      5
 1. FSV Mainz 05              | 2012-02-04 |      1 |                      5
 1. FSV Mainz 05              | 2012-02-11 |      1 |                      5
 1. FSV Mainz 05              | 2012-02-17 |      1 |                      6
 1. FSV Mainz 05              | 2012-02-25 |      3 |                      9
 1. FSV Mainz 05              | 2012-03-03 |      0 |                      6
 1. FSV Mainz 05              | 2012-03-10 |      3 |                      8
 1. FSV Mainz 05              | 2012-03-17 |      0 |                      7
 1. FSV Mainz 05              | 2012-03-24 |      0 |                      6
 1. FSV Mainz 05              | 2012-03-31 |      3 |                      6
 1. FSV Mainz 05              | 2012-04-07 |      0 |                      6
 1. FSV Mainz 05              | 2012-04-10 |      3 |                      6
 1. FSV Mainz 05              | 2012-04-14 |      1 |                      7
 1. FSV Mainz 05              | 2012-04-20 |      1 |                      8
 1. FSV Mainz 05              | 2012-04-28 |      1 |                      6
 1. FSV Mainz 05              | 2012-05-05 |      0 |                      6
 1. FSV Mainz 05              | 2012-08-25 |      1 |                      4
 1. FSV Mainz 05              | 2012-08-31 |      0 |                      3
 1. FSV Mainz 05              | 2012-09-15 |      0 |                      2
 1. FSV Mainz 05              | 2012-09-22 |      3 |                      4
 1. FSV Mainz 05              | 2012-09-25 |      0 |                      4
 1. FSV Mainz 05              | 2012-09-30 |      3 |                      6
 1. FSV Mainz 05              | 2012-10-06 |      3 |                      9
 1. FSV Mainz 05              | 2012-10-20 |      1 |                     10
 1. FSV Mainz 05              | 2012-10-27 |      3 |                     10
 1. FSV Mainz 05              | 2012-11-04 |      0 |                     10
 1. FSV Mainz 05              | 2012-11-09 |      3 |                     10
 1. FSV Mainz 05              | 2012-11-17 |      0 |                      7
 1. FSV Mainz 05              | 2012-11-24 |      0 |                      6
 1. FSV Mainz 05              | 2012-11-27 |      3 |                      6
 1. FSV Mainz 05              | 2012-12-01 |      3 |                      9
 1. FSV Mainz 05              | 2012-12-09 |      0 |                      6
 1. FSV Mainz 05              | 2012-12-15 |      3 |                      9
 1. FSV Mainz 05              | 2013-01-19 |      1 |                     10
 1. FSV Mainz 05              | 2013-01-26 |      3 |                     10
 1. FSV Mainz 05              | 2013-02-02 |      0 |                      7
 1. FSV Mainz 05              | 2013-02-10 |      1 |                      8
 1. FSV Mainz 05              | 2013-02-16 |      1 |                      6
 1. FSV Mainz 05              | 2013-02-23 |      1 |                      6
 1. FSV Mainz 05              | 2013-03-03 |      1 |                      4
 1. FSV Mainz 05              | 2013-03-09 |      3 |                      7
 1. FSV Mainz 05              | 2013-03-16 |      1 |                      7
 1. FSV Mainz 05              | 2013-03-30 |      1 |                      7
 1. FSV Mainz 05              | 2013-04-07 |      0 |                      6
 1. FSV Mainz 05              | 2013-04-13 |      0 |                      5
 1. FSV Mainz 05              | 2013-04-20 |      0 |                      2
 1. FSV Mainz 05              | 2013-04-28 |      1 |                      2
 1. FSV Mainz 05              | 2013-05-04 |      1 |                      2
 1. FSV Mainz 05              | 2013-05-11 |      0 |                      2
 1. FSV Mainz 05              | 2013-05-18 |      1 |                      3
