          team_name           | match_date | points | rolling_5_match_points 
 Dundee United                | 2009-12-26 |      1 |                      6
 Dundee United                | 2009-12-30 |      0 |                      5
 Dundee United                | 2010-01-02 |      0 |                      2
 Dundee United                | 2010-01-13 |      3 |                      4
 Dundee United                | 2010-01-16 |      3 |                      7
 Dundee United                | 2010-01-24 |      3 |                      9
 Dundee United                | 2010-01-27 |      1 |                     10
 Dundee United                | 2010-01-30 |      1 |                     11
 Dundee United                | 2010-02-10 |      0 |                      8
 Dundee United                | 2010-02-13 |      3 |                      8
 Dundee United                | 2010-02-20 |      0 |                      5
 Dundee United                | 2010-02-27 |      3 |                      7
 Dundee United                | 2010-03-07 |      3 |                      9
 Dundee United                | 2010-03-20 |      1 |                     10
 Dundee United                | 2010-03-27 |      3 |                     10
 Dundee United                | 2010-03-31 |      3 |                     13
 Dundee United                | 2010-04-05 |      3 |                     13
 Dundee United                | 2010-04-14 |      1 |                     11
 Dundee United                | 2010-04-18 |      3 |                     13
 Dundee United                | 2010-04-25 |      0 |                     10
 Dundee United                | 2010-05-01 |      0 |                      7
 Dundee United                | 2010-05-05 |      1 |                      5
 Dundee United                | 2010-05-09 |      0 |                      4
 Dundee United                | 2010-08-14 |      1 |                      2
 Dundee United                | 2010-08-22 |      0 |                      2
 Dundee United                | 2010-08-29 |      1 |                      3
 Dundee United                | 2010-09-11 |      3 |                      5
 Dundee United                | 2010-09-18 |      0 |                      5
 Dundee United                | 2010-09-25 |      3 |                      7
 Dundee United                | 2010-10-02 |      3 |                     10
 Dundee United                | 2010-10-17 |      0 |                      9
 Dundee United                | 2010-10-23 |      0 |                      6
 Dundee United                | 2010-10-30 |      3 |                      9
 Dundee United                | 2010-11-06 |      3 |                      9
 Dundee United                | 2010-11-10 |      0 |                      6
 Dundee United                | 2010-11-13 |      1 |                      7
 Dundee United                | 2010-11-20 |      1 |                      8
 Dundee United                | 2010-12-29 |      1 |                      6
 Dundee United                | 2011-01-01 |      1 |                      4
 Dundee United                | 2011-01-12 |      3 |                      7
 Dundee United                | 2011-01-22 |      1 |                      7
 Dundee United                | 2011-01-26 |      1 |                      7
 Dundee United                | 2011-01-30 |      3 |                      9
 Dundee United                | 2011-02-13 |      0 |                      8
 Dundee United                | 2011-02-19 |      0 |                      5
 Dundee United                | 2011-02-22 |      1 |                      5
 Dundee United                | 2011-02-26 |      1 |                      5
 Dundee United                | 2011-03-01 |      3 |                      5
 Dundee United                | 2011-03-07 |      3 |                      8
 Dundee United                | 2011-03-10 |      3 |                     11
 Dundee United                | 2011-03-16 |      3 |                     13
 Dundee United                | 2011-03-19 |      3 |                     15
 Dundee United                | 2011-04-02 |      3 |                     15
 Dundee United                | 2011-04-06 |      0 |                     12
 Dundee United                | 2011-04-09 |      3 |                     12
 Dundee United                | 2011-04-19 |      0 |                      9
 Dundee United                | 2011-04-23 |      3 |                      9
 Dundee United                | 2011-05-01 |      0 |                      6
 Dundee United                | 2011-05-07 |      3 |                      9
 Dundee United                | 2011-05-10 |      0 |                      6
 Dundee United                | 2011-05-15 |      3 |                      9
 Dundee United                | 2011-07-24 |      1 |                      7
 Dundee United                | 2011-07-31 |      3 |                     10
 Dundee United                | 2011-08-06 |      1 |                      8
 Dundee United                | 2011-08-13 |      0 |                      8
 Dundee United                | 2011-08-20 |      0 |                      5
 Dundee United                | 2011-08-27 |      1 |                      5
 Dundee United                | 2011-09-10 |      0 |                      2
 Dundee United                | 2011-09-17 |      3 |                      4
 Dundee United                | 2011-09-24 |      1 |                      5
 Dundee United                | 2011-10-01 |      0 |                      5
 Dundee United                | 2011-10-15 |      0 |                      4
 Dundee United                | 2011-10-22 |      1 |                      5
 Dundee United                | 2011-10-29 |      3 |                      5
 Dundee United                | 2011-11-05 |      0 |                      4
 Dundee United                | 2011-11-19 |      3 |                      7
 Dundee United                | 2011-11-26 |      1 |                      8
 Dundee United                | 2011-12-04 |      0 |                      7
 Dundee United                | 2011-12-10 |      3 |                      7
 Dundee United                | 2011-12-17 |      1 |                      8
 Dundee United                | 2011-12-24 |      3 |                      8
 Dundee United                | 2011-12-28 |      1 |                      8
 Dundee United                | 2012-01-02 |      0 |                      8
 Dundee United                | 2012-01-14 |      0 |                      5
 Dundee United                | 2012-01-21 |      1 |                      5
 Dundee United                | 2012-02-11 |      3 |                      5
 Dundee United                | 2012-02-18 |      1 |                      5
 Dundee United                | 2012-02-21 |      3 |                      8
 Dundee United                | 2012-02-25 |      3 |                     11
 Dundee United                | 2012-03-05 |      3 |                     13
 Dundee United                | 2012-03-17 |      3 |                     13
 Dundee United                | 2012-03-24 |      3 |                     15
 Dundee United                | 2012-03-31 |      3 |                     15
 Dundee United                | 2012-04-07 |      0 |                     12
 Dundee United                | 2012-04-21 |      3 |                     12
 Dundee United                | 2012-04-28 |      1 |                     10
 Dundee United                | 2012-05-02 |      0 |                      7
 Dundee United                | 2012-05-06 |      3 |                      7
 Dundee United                | 2012-05-13 |      3 |                     10
 Dundee United                | 2012-08-05 |      3 |                     10
 Dundee United                | 2012-08-19 |      3 |                     12
 Dundee United                | 2012-08-25 |      0 |                     12
 Dundee United                | 2012-09-01 |      1 |                     10
 Dundee United                | 2012-09-14 |      1 |                      8
 Dundee United                | 2012-09-22 |      0 |                      5
 Dundee United                | 2012-09-29 |      0 |                      2
 Dundee United                | 2012-10-20 |      1 |                      3
 Dundee United                | 2012-10-27 |      3 |                      5
 Dundee United                | 2012-11-04 |      1 |                      5
 Dundee United                | 2012-11-07 |      3 |                      8
 Dundee United                | 2012-11-11 |      0 |                      8
 Dundee United                | 2012-11-16 |      1 |                      8
 Dundee United                | 2012-11-24 |      3 |                      8
 Dundee United                | 2012-11-27 |      0 |                      7
 Dundee United                | 2012-12-09 |      3 |                      7
 Dundee United                | 2012-12-15 |      1 |                      8
 Dundee United                | 2012-12-23 |      0 |                      7
 Dundee United                | 2012-12-26 |      1 |                      5
 Dundee United                | 2012-12-30 |      0 |                      5
 Dundee United                | 2013-01-02 |      1 |                      3
 Dundee United                | 2013-01-19 |      3 |                      5
 Dundee United                | 2013-01-22 |      0 |                      5
 Dundee United                | 2013-01-26 |      1 |                      5
 Dundee United                | 2013-02-09 |      3 |                      8
 Dundee United                | 2013-02-16 |      0 |                      7
 Dundee United                | 2013-02-19 |      3 |                      7
 Dundee United                | 2013-02-24 |      1 |                      8
 Dundee United                | 2013-02-27 |      1 |                      8
 Dundee United                | 2013-03-09 |      1 |                      6
 Dundee United                | 2013-03-17 |      1 |                      7
 Dundee United                | 2013-04-01 |      1 |                      5
 Dundee United                | 2013-04-06 |      3 |                      7
 Dundee United                | 2013-04-19 |      0 |                      6
 Dundee United                | 2013-04-26 |      0 |                      5
 Dundee United                | 2013-05-04 |      0 |                      4
 Dundee United                | 2013-05-11 |      3 |                      6
 Dundee United                | 2013-05-19 |      0 |                      3
 Dundee United                | 2013-08-02 |      1 |                      4
 Dundee United                | 2013-08-10 |      0 |                      4
 Dundee United                | 2013-08-17 |      1 |                      5
 Dundee United                | 2013-08-24 |      3 |                      5
 Dundee United                | 2013-08-31 |      0 |                      5
 Dundee United                | 2013-09-15 |      3 |                      7
 Dundee United                | 2013-09-22 |      1 |                      8
 Dundee United                | 2013-09-28 |      1 |                      8
 Dundee United                | 2013-10-05 |      3 |                      8
 Dundee United                | 2013-10-19 |      0 |                      8
 Dundee United                | 2013-10-26 |      3 |                      8
 Dundee United                | 2013-11-02 |      1 |                      8
 Dundee United                | 2013-11-09 |      3 |                     10
 Dundee United                | 2013-11-23 |      3 |                     10
 Dundee United                | 2013-12-07 |      3 |                     13
 Dundee United                | 2013-12-14 |      3 |                     13
 Dundee United                | 2013-12-21 |      3 |                     15
 Dundee United                | 2013-12-26 |      0 |                     12
 Dundee United                | 2013-12-29 |      0 |                      9
 Dundee United                | 2014-01-01 |      0 |                      6
 Dundee United                | 2014-01-05 |      1 |                      4
 Dundee United                | 2014-01-12 |      1 |                      2
 Dundee United                | 2014-01-18 |      0 |                      2
 Dundee United                | 2014-02-01 |      1 |                      3
 Dundee United                | 2014-02-15 |      3 |                      6
 Dundee United                | 2014-02-21 |      3 |                      8
 Dundee United                | 2014-02-28 |      3 |                     10
 Dundee United                | 2014-03-12 |      0 |                     10
 Dundee United                | 2014-03-15 |      3 |                     12
 Dundee United                | 2014-03-21 |      3 |                     12
 Dundee United                | 2014-03-26 |      3 |                     12
 Dundee United                | 2014-03-29 |      1 |                     10
 Dundee United                | 2014-04-05 |      0 |                     10
 Dundee United                | 2014-04-19 |      0 |                      7
 Dundee United                | 2014-04-26 |      3 |                      7
 Dundee United                | 2014-05-03 |      1 |                      5
 Dundee United                | 2014-05-06 |      0 |                      4
 Dundee United                | 2014-05-11 |      0 |                      4
 Dundee United                | 2014-08-10 |      3 |                      7
 Dundee United                | 2014-08-13 |      3 |                      7
 Dundee United                | 2014-08-16 |      0 |                      6
 Dundee United                | 2014-08-23 |      3 |                      9
 Dundee United                | 2014-08-30 |      3 |                     12
 Dundee United                | 2014-09-13 |      1 |                     10
 Dundee United                | 2014-09-21 |      3 |                     10
 Dundee United                | 2014-09-27 |      3 |                     13
 Dundee United                | 2014-10-03 |      0 |                     10
 Dundee United                | 2014-10-18 |      3 |                     10
 Dundee United                | 2014-10-25 |      0 |                      9
 Dundee United                | 2014-11-01 |      3 |                      9
 Dundee United                | 2014-11-07 |      0 |                      6
 Dundee United                | 2014-11-22 |      3 |                      9
 Dundee United                | 2014-12-05 |      3 |                      9
 Dundee United                | 2014-12-13 |      0 |                      9
 Dundee United                | 2014-12-21 |      3 |                      9
 Dundee United                | 2014-12-27 |      0 |                      9
 Dundee United                | 2015-01-01 |      3 |                      9
 Dundee United                | 2015-01-04 |      1 |                      7
 Dundee United                | 2015-01-12 |      3 |                     10
 Dundee United                | 2015-01-21 |      1 |                      8
 Dundee United                | 2015-01-24 |      3 |                     11
 Dundee United                | 2015-02-14 |      0 |                      8
 Dundee United                | 2015-02-21 |      0 |                      7
 Dundee United                | 2015-02-24 |      1 |                      5
 Dundee United                | 2015-02-28 |      0 |                      4
 Dundee United                | 2015-03-21 |      0 |                      1
 Dundee United                | 2015-04-04 |      0 |                      1
 Dundee United                | 2015-04-08 |      0 |                      1
 Dundee United                | 2015-04-11 |      3 |                      3
 Dundee United                | 2015-04-18 |      0 |                      3
 Dundee United                | 2015-04-26 |      0 |                      3
 Dundee United                | 2015-05-02 |      3 |                      6
 Dundee United                | 2015-05-05 |      0 |                      6
 Dundee United                | 2015-05-09 |      1 |                      4
 Dundee United                | 2015-05-16 |      0 |                      4
 Dundee United                | 2015-05-24 |      3 |                      7
 Dundee United                | 2015-08-02 |      0 |                      4
 Dundee United                | 2015-08-08 |      3 |                      7
 Dundee United                | 2015-08-11 |      1 |                      7
 Dundee United                | 2015-08-15 |      0 |                      7
 Dundee United                | 2015-08-22 |      0 |                      4
 Dundee United                | 2015-08-29 |      0 |                      4
 Dundee United                | 2015-09-12 |      0 |                      1
 Dundee United                | 2015-09-19 |      1 |                      1
 Dundee United                | 2015-09-26 |      0 |                      1
 Dundee United                | 2015-10-03 |      0 |                      1
 Dundee United                | 2015-10-18 |      0 |                      1
 Dundee United                | 2015-10-25 |      0 |                      1
 Dundee United                | 2015-10-31 |      3 |                      3
 Dundee United                | 2015-11-07 |      0 |                      3
 Dundee United                | 2015-11-21 |      0 |                      3
 Dundee United                | 2015-11-28 |      0 |                      3
 Dundee United                | 2015-12-05 |      1 |                      4
 Dundee United                | 2015-12-12 |      0 |                      1
 Dundee United                | 2015-12-19 |      1 |                      2
 Dundee United                | 2015-12-30 |      0 |                      2
 Dundee United                | 2016-01-02 |      0 |                      2
 Dundee United                | 2016-01-15 |      0 |                      1
 Dundee United                | 2016-01-23 |      3 |                      4
 Dundee United                | 2016-02-13 |      1 |                      4
 Dundee United                | 2016-02-16 |      0 |                      4
 Dundee United                | 2016-02-20 |      3 |                      7
 Dundee United                | 2016-02-27 |      3 |                     10
 Dundee United                | 2016-03-02 |      0 |                      7
 Dundee United                | 2016-03-11 |      0 |                      6
 Dundee United                | 2016-03-20 |      1 |                      7
 Dundee United                | 2016-04-02 |      3 |                      7
 Dundee United                | 2016-04-05 |      0 |                      4
 Dundee United                | 2016-04-09 |      0 |                      4
 Dundee United                | 2016-04-24 |      0 |                      4
 Dundee United                | 2016-05-02 |      0 |                      3
 Dundee United                | 2016-05-06 |      3 |                      3
 Dundee United                | 2016-05-10 |      1 |                      4
 Dundee United                | 2016-05-14 |      3 |                      7
 Dunfermline Athletic         | 2011-07-25 |      1 |                      1
 Dunfermline Athletic         | 2011-08-06 |      1 |                      2
 Dunfermline Athletic         | 2011-08-13 |      3 |                      5
 Dunfermline Athletic         | 2011-08-20 |      3 |                      8
 Dunfermline Athletic         | 2011-08-27 |      0 |                      8
 Dunfermline Athletic         | 2011-09-10 |      0 |                      7
 Dunfermline Athletic         | 2011-09-17 |      1 |                      7
 Dunfermline Athletic         | 2011-09-24 |      0 |                      4
 Dunfermline Athletic         | 2011-09-30 |      0 |                      1
 Dunfermline Athletic         | 2011-10-15 |      0 |                      1
 Dunfermline Athletic         | 2011-10-22 |      1 |                      2
 Dunfermline Athletic         | 2011-10-29 |      0 |                      1
 Dunfermline Athletic         | 2011-11-05 |      3 |                      4
 Dunfermline Athletic         | 2011-11-19 |      0 |                      4
 Dunfermline Athletic         | 2011-11-23 |      0 |                      4
 Dunfermline Athletic         | 2011-11-26 |      1 |                      4
 Dunfermline Athletic         | 2011-12-03 |      0 |                      4
 Dunfermline Athletic         | 2011-12-17 |      0 |                      1
 Dunfermline Athletic         | 2011-12-24 |      0 |                      1
 Dunfermline Athletic         | 2012-01-02 |      0 |                      1
 Dunfermline Athletic         | 2012-01-14 |      0 |                      0
 Dunfermline Athletic         | 2012-01-21 |      3 |                      3
 Dunfermline Athletic         | 2012-01-24 |      0 |                      3
 Dunfermline Athletic         | 2012-01-28 |      0 |                      3
 Dunfermline Athletic         | 2012-02-07 |      1 |                      4
 Dunfermline Athletic         | 2012-02-11 |      0 |                      4
 Dunfermline Athletic         | 2012-02-18 |      1 |                      2
 Dunfermline Athletic         | 2012-02-22 |      0 |                      2
 Dunfermline Athletic         | 2012-02-25 |      0 |                      2
 Dunfermline Athletic         | 2012-03-03 |      0 |                      1
 Dunfermline Athletic         | 2012-03-24 |      1 |                      2
 Dunfermline Athletic         | 2012-03-31 |      0 |                      1
 Dunfermline Athletic         | 2012-04-07 |      0 |                      1
 Dunfermline Athletic         | 2012-04-21 |      1 |                      2
 Dunfermline Athletic         | 2012-04-28 |      3 |                      5
 Dunfermline Athletic         | 2012-05-02 |      1 |                      5
 Dunfermline Athletic         | 2012-05-07 |      0 |                      5
 Dunfermline Athletic         | 2012-05-12 |      0 |                      5
 Eintracht Braunschweig       | 2013-08-10 |      0 |                      0
 Eintracht Braunschweig       | 2013-08-18 |      0 |                      0
 Eintracht Braunschweig       | 2013-08-25 |      0 |                      0
 Eintracht Braunschweig       | 2013-08-31 |      0 |                      0
 Eintracht Braunschweig       | 2013-09-15 |      1 |                      1
 Eintracht Braunschweig       | 2013-09-20 |      0 |                      1
 Eintracht Braunschweig       | 2013-09-29 |      0 |                      1
 Eintracht Braunschweig       | 2013-10-05 |      3 |                      4
 Eintracht Braunschweig       | 2013-10-19 |      0 |                      4
 Eintracht Braunschweig       | 2013-10-26 |      0 |                      3
 Eintracht Braunschweig       | 2013-11-02 |      3 |                      6
 Eintracht Braunschweig       | 2013-11-08 |      1 |                      7
 Eintracht Braunschweig       | 2013-11-23 |      0 |                      4
 Eintracht Braunschweig       | 2013-11-30 |      0 |                      4
 Eintracht Braunschweig       | 2013-12-08 |      0 |                      4
 Eintracht Braunschweig       | 2013-12-14 |      0 |                      1
 Eintracht Braunschweig       | 2013-12-21 |      3 |                      3
 Eintracht Braunschweig       | 2014-01-26 |      1 |                      4
 Eintracht Braunschweig       | 2014-01-31 |      0 |                      4
 Eintracht Braunschweig       | 2014-02-08 |      0 |                      4
 Eintracht Braunschweig       | 2014-02-15 |      3 |                      7
 Eintracht Braunschweig       | 2014-02-22 |      0 |                      4
 Eintracht Braunschweig       | 2014-03-01 |      1 |                      4
 Eintracht Braunschweig       | 2014-03-08 |      1 |                      5
 Eintracht Braunschweig       | 2014-03-15 |      1 |                      6
 Eintracht Braunschweig       | 2014-03-22 |      0 |                      3
 Eintracht Braunschweig       | 2014-03-25 |      3 |                      6
 Eintracht Braunschweig       | 2014-03-29 |      1 |                      6
 Eintracht Braunschweig       | 2014-04-06 |      3 |                      8
 Eintracht Braunschweig       | 2014-04-12 |      0 |                      7
 Eintracht Braunschweig       | 2014-04-19 |      0 |                      7
 Eintracht Braunschweig       | 2014-04-26 |      0 |                      4
 Eintracht Braunschweig       | 2014-05-03 |      0 |                      3
 Eintracht Braunschweig       | 2014-05-10 |      0 |                      0
 Eintracht Frankfurt          | 2008-08-17 |      0 |                      0
 Eintracht Frankfurt          | 2008-08-24 |      1 |                      1
 Eintracht Frankfurt          | 2008-08-30 |      1 |                      2
 Eintracht Frankfurt          | 2008-09-20 |      0 |                      2
 Eintracht Frankfurt          | 2008-09-28 |      1 |                      3
 Eintracht Frankfurt          | 2008-10-04 |      0 |                      3
 Eintracht Frankfurt          | 2008-10-18 |      0 |                      2
 Eintracht Frankfurt          | 2008-10-22 |      3 |                      4
 Eintracht Frankfurt          | 2008-10-25 |      3 |                      7
 Eintracht Frankfurt          | 2008-10-29 |      0 |                      6
 Eintracht Frankfurt          | 2008-11-02 |      3 |                      9
 Eintracht Frankfurt          | 2008-11-09 |      1 |                     10
 Eintracht Frankfurt          | 2008-11-15 |      0 |                      7
 Eintracht Frankfurt          | 2008-11-22 |      3 |                      7
 Eintracht Frankfurt          | 2008-11-29 |      0 |                      7
 Eintracht Frankfurt          | 2008-12-06 |      3 |                      7
 Eintracht Frankfurt          | 2008-12-13 |      0 |                      6
 Eintracht Frankfurt          | 2009-01-31 |      0 |                      6
 Eintracht Frankfurt          | 2009-02-07 |      1 |                      4
 Eintracht Frankfurt          | 2009-02-14 |      0 |                      4
 Eintracht Frankfurt          | 2009-02-21 |      3 |                      4
 Eintracht Frankfurt          | 2009-02-28 |      0 |                      4
 Eintracht Frankfurt          | 2009-03-08 |      1 |                      5
 Eintracht Frankfurt          | 2009-03-14 |      1 |                      5
 Eintracht Frankfurt          | 2009-03-21 |      1 |                      6
 Eintracht Frankfurt          | 2009-04-04 |      3 |                      6
 Eintracht Frankfurt          | 2009-04-11 |      0 |                      6
 Eintracht Frankfurt          | 2009-04-18 |      3 |                      8
 Eintracht Frankfurt          | 2009-04-25 |      0 |                      7
 Eintracht Frankfurt          | 2009-05-02 |      0 |                      6
 Eintracht Frankfurt          | 2009-05-09 |      1 |                      4
 Eintracht Frankfurt          | 2009-05-13 |      0 |                      4
 Eintracht Frankfurt          | 2009-05-16 |      0 |                      1
 Eintracht Frankfurt          | 2009-05-23 |      0 |                      1
 Eintracht Frankfurt          | 2009-08-08 |      3 |                      4
 Eintracht Frankfurt          | 2009-08-15 |      1 |                      4
 Eintracht Frankfurt          | 2009-08-22 |      1 |                      5
 Eintracht Frankfurt          | 2009-08-29 |      1 |                      6
 Eintracht Frankfurt          | 2009-09-12 |      3 |                      9
 Eintracht Frankfurt          | 2009-09-20 |      1 |                      7
 Eintracht Frankfurt          | 2009-09-26 |      0 |                      6
 Eintracht Frankfurt          | 2009-10-02 |      0 |                      5
 Eintracht Frankfurt          | 2009-10-17 |      3 |                      7
 Eintracht Frankfurt          | 2009-10-24 |      0 |                      4
 Eintracht Frankfurt          | 2009-11-01 |      3 |                      6
 Eintracht Frankfurt          | 2009-11-06 |      0 |                      6
 Eintracht Frankfurt          | 2009-11-21 |      0 |                      6
 Eintracht Frankfurt          | 2009-11-28 |      3 |                      6
 Eintracht Frankfurt          | 2009-12-05 |      3 |                      9
 Eintracht Frankfurt          | 2009-12-12 |      1 |                      7
 Eintracht Frankfurt          | 2009-12-19 |      1 |                      8
 Eintracht Frankfurt          | 2010-01-16 |      3 |                     11
 Eintracht Frankfurt          | 2010-01-23 |      1 |                      9
 Eintracht Frankfurt          | 2010-01-30 |      0 |                      6
 Eintracht Frankfurt          | 2010-02-07 |      3 |                      8
 Eintracht Frankfurt          | 2010-02-14 |      3 |                     10
 Eintracht Frankfurt          | 2010-02-20 |      1 |                      8
 Eintracht Frankfurt          | 2010-02-27 |      0 |                      7
 Eintracht Frankfurt          | 2010-03-06 |      0 |                      7
 Eintracht Frankfurt          | 2010-03-13 |      0 |                      4
 Eintracht Frankfurt          | 2010-03-20 |      3 |                      4
 Eintracht Frankfurt          | 2010-03-26 |      3 |                      6
 Eintracht Frankfurt          | 2010-04-03 |      3 |                      9
 Eintracht Frankfurt          | 2010-04-09 |      0 |                      9
 Eintracht Frankfurt          | 2010-04-18 |      1 |                     10
 Eintracht Frankfurt          | 2010-04-24 |      1 |                      8
 Eintracht Frankfurt          | 2010-05-01 |      0 |                      5
 Eintracht Frankfurt          | 2010-05-08 |      0 |                      2
 Eintracht Frankfurt          | 2010-08-21 |      0 |                      2
 Eintracht Frankfurt          | 2010-08-28 |      0 |                      1
 Eintracht Frankfurt          | 2010-09-11 |      3 |                      3
 Eintracht Frankfurt          | 2010-09-17 |      0 |                      3
 Eintracht Frankfurt          | 2010-09-22 |      0 |                      3
 Eintracht Frankfurt          | 2010-09-25 |      3 |                      6
 Eintracht Frankfurt          | 2010-10-03 |      3 |                      9
 Eintracht Frankfurt          | 2010-10-17 |      3 |                      9
 Eintracht Frankfurt          | 2010-10-23 |      1 |                     10
 Eintracht Frankfurt          | 2010-10-30 |      3 |                     13
 Eintracht Frankfurt          | 2010-11-06 |      3 |                     13
 Eintracht Frankfurt          | 2010-11-13 |      1 |                     11
 Eintracht Frankfurt          | 2010-11-20 |      0 |                      8
 Eintracht Frankfurt          | 2010-11-27 |      0 |                      7
 Eintracht Frankfurt          | 2010-12-04 |      3 |                      7
 Eintracht Frankfurt          | 2010-12-11 |      0 |                      4
 Eintracht Frankfurt          | 2010-12-18 |      3 |                      6
 Eintracht Frankfurt          | 2011-01-16 |      0 |                      6
 Eintracht Frankfurt          | 2011-01-21 |      0 |                      6
 Eintracht Frankfurt          | 2011-01-30 |      0 |                      3
 Eintracht Frankfurt          | 2011-02-06 |      1 |                      4
 Eintracht Frankfurt          | 2011-02-12 |      0 |                      1
 Eintracht Frankfurt          | 2011-02-18 |      0 |                      1
 Eintracht Frankfurt          | 2011-02-27 |      0 |                      1
 Eintracht Frankfurt          | 2011-03-05 |      1 |                      2
 Eintracht Frankfurt          | 2011-03-12 |      0 |                      1
 Eintracht Frankfurt          | 2011-03-19 |      3 |                      4
 Eintracht Frankfurt          | 2011-04-03 |      1 |                      5
 Eintracht Frankfurt          | 2011-04-08 |      1 |                      6
 Eintracht Frankfurt          | 2011-04-16 |      0 |                      5
 Eintracht Frankfurt          | 2011-04-23 |      1 |                      6
 Eintracht Frankfurt          | 2011-04-30 |      0 |                      3
 Eintracht Frankfurt          | 2011-05-07 |      0 |                      2
 Eintracht Frankfurt          | 2011-05-14 |      0 |                      1
 Eintracht Frankfurt          | 2012-08-25 |      3 |                      4
 Eintracht Frankfurt          | 2012-09-01 |      3 |                      6
 Eintracht Frankfurt          | 2012-09-16 |      3 |                      9
 Eintracht Frankfurt          | 2012-09-21 |      3 |                     12
 Eintracht Frankfurt          | 2012-09-25 |      1 |                     13
 Eintracht Frankfurt          | 2012-09-30 |      3 |                     13
 Eintracht Frankfurt          | 2012-10-07 |      0 |                     10
 Eintracht Frankfurt          | 2012-10-20 |      3 |                     10
 Eintracht Frankfurt          | 2012-10-28 |      0 |                      7
 Eintracht Frankfurt          | 2012-11-02 |      1 |                      7
 Eintracht Frankfurt          | 2012-11-10 |      0 |                      4
 Eintracht Frankfurt          | 2012-11-17 |      3 |                      7
 Eintracht Frankfurt          | 2012-11-24 |      1 |                      5
 Eintracht Frankfurt          | 2012-11-27 |      0 |                      5
 Eintracht Frankfurt          | 2012-11-30 |      0 |                      4
 Eintracht Frankfurt          | 2012-12-08 |      3 |                      7
 Eintracht Frankfurt          | 2012-12-15 |      3 |                      7
 Eintracht Frankfurt          | 2013-01-19 |      0 |                      6
 Eintracht Frankfurt          | 2013-01-26 |      3 |                      9
 Eintracht Frankfurt          | 2013-02-02 |      3 |                     12
 Eintracht Frankfurt          | 2013-02-09 |      1 |                     10
 Eintracht Frankfurt          | 2013-02-16 |      0 |                      7
 Eintracht Frankfurt          | 2013-02-22 |      1 |                      8
 Eintracht Frankfurt          | 2013-03-01 |      0 |                      5
 Eintracht Frankfurt          | 2013-03-10 |      1 |                      3
 Eintracht Frankfurt          | 2013-03-17 |      0 |                      2
 Eintracht Frankfurt          | 2013-03-31 |      3 |                      5
 Eintracht Frankfurt          | 2013-04-06 |      0 |                      4
 Eintracht Frankfurt          | 2013-04-14 |      0 |                      4
 Eintracht Frankfurt          | 2013-04-20 |      3 |                      6
 Eintracht Frankfurt          | 2013-04-28 |      1 |                      7
 Eintracht Frankfurt          | 2013-05-04 |      3 |                      7
 Eintracht Frankfurt          | 2013-05-11 |      1 |                      8
 Eintracht Frankfurt          | 2013-05-18 |      1 |                      9
 Eintracht Frankfurt          | 2013-08-10 |      0 |                      6
 Eintracht Frankfurt          | 2013-08-17 |      0 |                      5
 Eintracht Frankfurt          | 2013-08-25 |      3 |                      5
 Eintracht Frankfurt          | 2013-09-01 |      0 |                      4
 Eintracht Frankfurt          | 2013-09-14 |      3 |                      6
 Eintracht Frankfurt          | 2013-09-22 |      1 |                      7
 Eintracht Frankfurt          | 2013-09-28 |      1 |                      8
 Eintracht Frankfurt          | 2013-10-06 |      1 |                      6
 Eintracht Frankfurt          | 2013-10-19 |      1 |                      7
 Eintracht Frankfurt          | 2013-10-27 |      0 |                      4
 Eintracht Frankfurt          | 2013-11-02 |      0 |                      3
 Eintracht Frankfurt          | 2013-11-10 |      0 |                      2
 Eintracht Frankfurt          | 2013-11-23 |      1 |                      2
 Eintracht Frankfurt          | 2013-12-01 |      0 |                      1
 Eintracht Frankfurt          | 2013-12-07 |      0 |                      1
 Eintracht Frankfurt          | 2013-12-15 |      3 |                      4
 Eintracht Frankfurt          | 2013-12-20 |      1 |                      5
 Eintracht Frankfurt          | 2014-01-25 |      3 |                      7
 Eintracht Frankfurt          | 2014-02-02 |      0 |                      7
 Eintracht Frankfurt          | 2014-02-08 |      3 |                     10
 Eintracht Frankfurt          | 2014-02-15 |      0 |                      7
 Eintracht Frankfurt          | 2014-02-23 |      1 |                      7
 Eintracht Frankfurt          | 2014-03-02 |      3 |                      7
 Eintracht Frankfurt          | 2014-03-08 |      1 |                      8
 Eintracht Frankfurt          | 2014-03-16 |      0 |                      5
 Eintracht Frankfurt          | 2014-03-23 |      3 |                      8
 Eintracht Frankfurt          | 2014-03-26 |      3 |                     10
 Eintracht Frankfurt          | 2014-03-29 |      0 |                      7
 Eintracht Frankfurt          | 2014-04-05 |      3 |                      9
 Eintracht Frankfurt          | 2014-04-11 |      0 |                      9
 Eintracht Frankfurt          | 2014-04-17 |      0 |                      6
 Eintracht Frankfurt          | 2014-04-26 |      1 |                      4
 Eintracht Frankfurt          | 2014-05-03 |      0 |                      4
 Eintracht Frankfurt          | 2014-05-10 |      0 |                      1
 Eintracht Frankfurt          | 2014-08-23 |      3 |                      4
 Eintracht Frankfurt          | 2014-08-30 |      1 |                      5
 Eintracht Frankfurt          | 2014-09-14 |      0 |                      4
 Eintracht Frankfurt          | 2014-09-20 |      1 |                      5
 Eintracht Frankfurt          | 2014-09-23 |      1 |                      6
 Eintracht Frankfurt          | 2014-09-28 |      3 |                      6
 Eintracht Frankfurt          | 2014-10-04 |      3 |                      8
